# exploratory, not prespecified; post hoc, outside the frozen analysis plan at commit 98b5e09199a5eef0c46be452793e953f5a2af31e
level,structure_id,inchikey,inchikey_first_block,members,labels,tested,distinct_organisms,distinct_genera,distinct_families,distinct_references,lotus_rows
structure,WRHGORWNJGOVQY-ZNMIVQPWSA-N,WRHGORWNJGOVQY-ZNMIVQPWSA-N,WRHGORWNJGOVQY,WRHGORWNJGOVQY-ZNMIVQPWSA-N,unknown,false,163,95,30,132,1730
structure,RDOXTESZEPMUJZ-UHFFFAOYSA-N,RDOXTESZEPMUJZ-UHFFFAOYSA-N,RDOXTESZEPMUJZ,RDOXTESZEPMUJZ-UHFFFAOYSA-N,unknown,false,14,13,14,12,164
structure,APAPGJJZPJQKJJ-QINSGFPZSA-N,APAPGJJZPJQKJJ-QINSGFPZSA-N,APAPGJJZPJQKJJ,APAPGJJZPJQKJJ-QINSGFPZSA-N,unknown,false,10,6,3,7,102
structure,WTEVQBCEXWBHNA-YFHOEESVSA-N,WTEVQBCEXWBHNA-YFHOEESVSA-N,WTEVQBCEXWBHNA,WTEVQBCEXWBHNA-YFHOEESVSA-N,unknown,false,152,73,31,157,2052
structure,VLXDPFLIRFYIME-UHFFFAOYSA-N,VLXDPFLIRFYIME-UHFFFAOYSA-N,VLXDPFLIRFYIME,VLXDPFLIRFYIME-UHFFFAOYSA-N,unknown,false,97,34,18,46,950
structure,IRAQOCYXUMOFCW-OSFYFWSMSA-N,IRAQOCYXUMOFCW-OSFYFWSMSA-N,IRAQOCYXUMOFCW,IRAQOCYXUMOFCW-OSFYFWSMSA-N,unknown,false,74,41,23,51,708
structure,YMBFCQPIMVLNIU-UHFFFAOYSA-N,YMBFCQPIMVLNIU-UHFFFAOYSA-N,YMBFCQPIMVLNIU,YMBFCQPIMVLNIU-UHFFFAOYSA-N,unknown,false,81,44,22,57,1011
structure,IRAQOCYXUMOFCW-UKTARXLSSA-N,IRAQOCYXUMOFCW-UKTARXLSSA-N,IRAQOCYXUMOFCW,IRAQOCYXUMOFCW-UKTARXLSSA-N,unknown,false,37,26,17,32,405
structure,CRPUJAZIXJMDBK-DTWKUNHWSA-N,CRPUJAZIXJMDBK-DTWKUNHWSA-N,CRPUJAZIXJMDBK,CRPUJAZIXJMDBK-DTWKUNHWSA-N,unknown,false,40,26,15,33,466
structure,RXBQNMWIQKOSCS-UHFFFAOYSA-N,RXBQNMWIQKOSCS-UHFFFAOYSA-N,RXBQNMWIQKOSCS,RXBQNMWIQKOSCS-UHFFFAOYSA-N,unknown,false,156,64,24,105,1872
structure,OZQAPQSEYFAMCY-QLFBSQMISA-N,OZQAPQSEYFAMCY-QLFBSQMISA-N,OZQAPQSEYFAMCY,OZQAPQSEYFAMCY-QLFBSQMISA-N,unknown,false,133,77,36,99,1496
structure,DSSYKIVIOFKYAU-XCBNKYQSSA-N,DSSYKIVIOFKYAU-XCBNKYQSSA-N,DSSYKIVIOFKYAU,DSSYKIVIOFKYAU-XCBNKYQSSA-N,unknown,false,52,26,11,49,460
structure,DTGKSKDOIYIVQL-OYNCUSHFSA-N,DTGKSKDOIYIVQL-OYNCUSHFSA-N,DTGKSKDOIYIVQL,DTGKSKDOIYIVQL-OYNCUSHFSA-N,unknown,false,73,39,17,74,888
structure,LFJQCDVYDGGFCH-UHFFFAOYSA-N,LFJQCDVYDGGFCH-UHFFFAOYSA-N,LFJQCDVYDGGFCH,LFJQCDVYDGGFCH-UHFFFAOYSA-N,unknown,false,325,136,39,257,3869
structure,IHPKGUQCSIINRJ-UHFFFAOYSA-N,IHPKGUQCSIINRJ-UHFFFAOYSA-N,IHPKGUQCSIINRJ,IHPKGUQCSIINRJ-UHFFFAOYSA-N,unknown,false,92,54,25,65,1010
structure,USDOQCCMRDNVAH-KKUMJFAQSA-N,USDOQCCMRDNVAH-KKUMJFAQSA-N,USDOQCCMRDNVAH,USDOQCCMRDNVAH-KKUMJFAQSA-N,unknown,false,43,32,13,38,360
structure,LGNSZMLHOYDATP-UHFFFAOYSA-N,LGNSZMLHOYDATP-UHFFFAOYSA-N,LGNSZMLHOYDATP,LGNSZMLHOYDATP-UHFFFAOYSA-N,unknown,false,10,11,9,10,119
structure,DTGKSKDOIYIVQL-HHCGNCNQSA-N,DTGKSKDOIYIVQL-HHCGNCNQSA-N,DTGKSKDOIYIVQL,DTGKSKDOIYIVQL-HHCGNCNQSA-N,unknown,false,334,124,37,268,4265
structure,DJYWGTBEZVORGE-CVWWDKSYSA-N,DJYWGTBEZVORGE-CVWWDKSYSA-N,DJYWGTBEZVORGE,DJYWGTBEZVORGE-CVWWDKSYSA-N,unknown,false,3,3,3,3,30
structure,XMGQYMWWDOXHJM-JTQLQIEISA-N,XMGQYMWWDOXHJM-JTQLQIEISA-N,XMGQYMWWDOXHJM,XMGQYMWWDOXHJM-JTQLQIEISA-N,unknown,false,205,114,44,156,1914
structure,WTEVQBCEXWBHNA-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,WTEVQBCEXWBHNA,WTEVQBCEXWBHNA-UHFFFAOYSA-N,unknown,false,81,37,21,60,1180
structure,FAMPSKZZVDUYOS-YRWGZVKJSA-N,FAMPSKZZVDUYOS-YRWGZVKJSA-N,FAMPSKZZVDUYOS,FAMPSKZZVDUYOS-YRWGZVKJSA-N,unknown,false,32,24,11,22,315
structure,WXQGPFZDVCRBME-QEJZJMRPSA-N,WXQGPFZDVCRBME-QEJZJMRPSA-N,WXQGPFZDVCRBME,WXQGPFZDVCRBME-QEJZJMRPSA-N,unknown,false,38,27,15,37,440
structure,PHWISBHSBNDZDX-LSDHHAIUSA-N,PHWISBHSBNDZDX-LSDHHAIUSA-N,PHWISBHSBNDZDX,PHWISBHSBNDZDX-LSDHHAIUSA-N,unknown,false,63,43,14,57,769
structure,RMKQBFUAKZOVPQ-APIJFGDWSA-N,RMKQBFUAKZOVPQ-APIJFGDWSA-N,RMKQBFUAKZOVPQ,RMKQBFUAKZOVPQ-APIJFGDWSA-N,unknown,false,21,15,11,16,255
structure,WLNGPDPILFYWKF-OAHLLOKOSA-N,WLNGPDPILFYWKF-OAHLLOKOSA-N,WLNGPDPILFYWKF,WLNGPDPILFYWKF-OAHLLOKOSA-N,unknown,false,27,23,18,24,313
structure,WQZGKKKJIJFFOK-QTVWNMPRSA-N,WQZGKKKJIJFFOK-QTVWNMPRSA-N,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-QTVWNMPRSA-N,unknown,false,20,19,18,16,217
structure,GZCGUPFRVQAUEE-KCDKBNATSA-N,GZCGUPFRVQAUEE-KCDKBNATSA-N,GZCGUPFRVQAUEE,GZCGUPFRVQAUEE-KCDKBNATSA-N,unknown,false,57,48,38,50,583
structure,GZCGUPFRVQAUEE-KVTDHHQDSA-N,GZCGUPFRVQAUEE-KVTDHHQDSA-N,GZCGUPFRVQAUEE,GZCGUPFRVQAUEE-KVTDHHQDSA-N,unknown,false,22,18,17,16,200
structure,FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA,FBPFZTCFMRRESA-KVTDHHQDSA-N,unknown,false,180,131,75,116,1833
structure,AEMOLEFTQBMNLQ-YMDCURPLSA-N,AEMOLEFTQBMNLQ-YMDCURPLSA-N,AEMOLEFTQBMNLQ,AEMOLEFTQBMNLQ-YMDCURPLSA-N,unknown,false,6,7,7,5,65
structure,PYMYPHUHKUWMLA-VAYJURFESA-N,PYMYPHUHKUWMLA-VAYJURFESA-N,PYMYPHUHKUWMLA,PYMYPHUHKUWMLA-VAYJURFESA-N,unknown,false,10,10,7,9,78
structure,JLIDBLDQVAYHNE-YKALOCIXSA-N,JLIDBLDQVAYHNE-YKALOCIXSA-N,JLIDBLDQVAYHNE,JLIDBLDQVAYHNE-YKALOCIXSA-N,unknown,false,65,55,36,75,682
structure,JLIDBLDQVAYHNE-KDSIFHRYSA-N,JLIDBLDQVAYHNE-KDSIFHRYSA-N,JLIDBLDQVAYHNE,JLIDBLDQVAYHNE-KDSIFHRYSA-N,unknown,false,72,59,41,53,1043
structure,IAIHUHQCLTYTSF-MRTMQBJTSA-N,IAIHUHQCLTYTSF-MRTMQBJTSA-N,IAIHUHQCLTYTSF,IAIHUHQCLTYTSF-MRTMQBJTSA-N,unknown,false,37,22,10,20,380
structure,ONVABDHFQKWOSV-HPUSYDDDSA-N,ONVABDHFQKWOSV-HPUSYDDDSA-N,ONVABDHFQKWOSV,ONVABDHFQKWOSV-HPUSYDDDSA-N,unknown,false,35,28,18,32,362
structure,IQDXAJNQKSIPGB-WAYIDIRISA-N,IQDXAJNQKSIPGB-WAYIDIRISA-N,IQDXAJNQKSIPGB,IQDXAJNQKSIPGB-WAYIDIRISA-N,unknown,false,6,4,3,4,30
structure,KKOXKGNSUHTUBV-GJZGRUSLSA-N,KKOXKGNSUHTUBV-GJZGRUSLSA-N,KKOXKGNSUHTUBV,KKOXKGNSUHTUBV-GJZGRUSLSA-N,unknown,false,6,4,4,4,74
structure,FQTLCLSUCSAZDY-ATGUSINASA-N,FQTLCLSUCSAZDY-ATGUSINASA-N,FQTLCLSUCSAZDY,FQTLCLSUCSAZDY-ATGUSINASA-N,unknown,false,69,44,15,51,417
structure,OINNEUNVOZHBOX-QIRCYJPOSA-N,OINNEUNVOZHBOX-QIRCYJPOSA-N,OINNEUNVOZHBOX,OINNEUNVOZHBOX-QIRCYJPOSA-N,unknown,false,18,13,14,14,141
structure,VPDZRSSKICPUEY-JEPMYXAXSA-N,VPDZRSSKICPUEY-JEPMYXAXSA-N,VPDZRSSKICPUEY,VPDZRSSKICPUEY-JEPMYXAXSA-N,unknown,false,300,157,48,206,2775
structure,JCAIWDXKLCEQEO-KSAZJLBOSA-N,JCAIWDXKLCEQEO-KSAZJLBOSA-N,JCAIWDXKLCEQEO,JCAIWDXKLCEQEO-KSAZJLBOSA-N,unknown,false,5,5,5,5,63
structure,VWFJDQUYCIWHTN-YFVJMOTDSA-N,VWFJDQUYCIWHTN-YFVJMOTDSA-N,VWFJDQUYCIWHTN,VWFJDQUYCIWHTN-YFVJMOTDSA-N,unknown,false,16,12,13,15,139
structure,CDOSHBSSFJOMGT-JTQLQIEISA-N,CDOSHBSSFJOMGT-JTQLQIEISA-N,CDOSHBSSFJOMGT,CDOSHBSSFJOMGT-JTQLQIEISA-N,unknown,false,69,41,27,42,628
structure,ZAZVCYBIABTSJR-AJMKIUIDSA-N,ZAZVCYBIABTSJR-AJMKIUIDSA-N,ZAZVCYBIABTSJR,ZAZVCYBIABTSJR-AJMKIUIDSA-N,unknown,false,2,2,2,2,20
structure,WGTRJVCFDUCKCM-ASEORRQLSA-N,WGTRJVCFDUCKCM-ASEORRQLSA-N,WGTRJVCFDUCKCM,WGTRJVCFDUCKCM-ASEORRQLSA-N,unknown,false,13,10,7,9,126
structure,GVVPGTZRZFNKDS-JXMROGBWSA-N,GVVPGTZRZFNKDS-JXMROGBWSA-N,GVVPGTZRZFNKDS,GVVPGTZRZFNKDS-JXMROGBWSA-N,unknown,false,19,12,12,14,166
structure,VRDGFDINTZFVNN-QLFBSQMISA-N,VRDGFDINTZFVNN-QLFBSQMISA-N,VRDGFDINTZFVNN,VRDGFDINTZFVNN-QLFBSQMISA-N,unknown,false,1,1,1,1,12
structure,ZOEGQXCAXOUFHN-DDKHUQCISA-N,ZOEGQXCAXOUFHN-DDKHUQCISA-N,ZOEGQXCAXOUFHN,ZOEGQXCAXOUFHN-DDKHUQCISA-N,unknown,false,18,9,4,19,111
structure,CXTMLIMZRPKULL-DDKHUQCISA-N,CXTMLIMZRPKULL-DDKHUQCISA-N,CXTMLIMZRPKULL,CXTMLIMZRPKULL-DDKHUQCISA-N,unknown,false,18,10,4,18,206
structure,MWGXQVSTMXPXIW-VKNJAWFRSA-N,MWGXQVSTMXPXIW-VKNJAWFRSA-N,MWGXQVSTMXPXIW,MWGXQVSTMXPXIW-VKNJAWFRSA-N,unknown,false,1,1,1,1,7
structure,SUSQOBVLVYHIEX-UHFFFAOYSA-N,SUSQOBVLVYHIEX-UHFFFAOYSA-N,SUSQOBVLVYHIEX,SUSQOBVLVYHIEX-UHFFFAOYSA-N,unknown,false,35,22,17,19,353
structure,WBYWAXJHAXSJNI-UHFFFAOYSA-N,WBYWAXJHAXSJNI-UHFFFAOYSA-N,WBYWAXJHAXSJNI,WBYWAXJHAXSJNI-UHFFFAOYSA-N,unknown,false,169,108,69,134,2151
structure,RTWFLPZWHKDFBK-LPUQOGTASA-N,RTWFLPZWHKDFBK-LPUQOGTASA-N,RTWFLPZWHKDFBK,RTWFLPZWHKDFBK-LPUQOGTASA-N,unknown,false,1,1,1,1,16
structure,ZNJFBWYDHIGLCU-HWKXXFMVSA-N,ZNJFBWYDHIGLCU-HWKXXFMVSA-N,ZNJFBWYDHIGLCU,ZNJFBWYDHIGLCU-HWKXXFMVSA-N,unknown,false,20,16,13,27,338
structure,XSPNTRJDTKNMDO-UHFFFAOYSA-N,XSPNTRJDTKNMDO-UHFFFAOYSA-N,XSPNTRJDTKNMDO,XSPNTRJDTKNMDO-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,GEZJVEGHJRPQEX-BZNQNGANSA-N,GEZJVEGHJRPQEX-BZNQNGANSA-N,GEZJVEGHJRPQEX,GEZJVEGHJRPQEX-BZNQNGANSA-N,unknown,false,2,2,2,2,26
structure,SQUOCHQOQMZGQP-REOHCLBHSA-N,SQUOCHQOQMZGQP-REOHCLBHSA-N,SQUOCHQOQMZGQP,SQUOCHQOQMZGQP-REOHCLBHSA-N,unknown,false,1,1,1,1,16
structure,SUVMJBTUFCVSAD-UHFFFAOYSA-N,SUVMJBTUFCVSAD-UHFFFAOYSA-N,SUVMJBTUFCVSAD,SUVMJBTUFCVSAD-UHFFFAOYSA-N,unknown,false,6,3,1,10,130
structure,PHZOWSSBXJXFOR-GLVDENFASA-N,PHZOWSSBXJXFOR-GLVDENFASA-N,PHZOWSSBXJXFOR,PHZOWSSBXJXFOR-GLVDENFASA-N,unknown,false,1,1,1,1,16
structure,FGXYYCWDPYDAOS-UHFFFAOYSA-N,FGXYYCWDPYDAOS-UHFFFAOYSA-N,FGXYYCWDPYDAOS,FGXYYCWDPYDAOS-UHFFFAOYSA-N,unknown,false,2,2,1,2,48
structure,ILGMGHZPXRDCCS-UHFFFAOYSA-N,ILGMGHZPXRDCCS-UHFFFAOYSA-N,ILGMGHZPXRDCCS,ILGMGHZPXRDCCS-UHFFFAOYSA-N,unknown,false,6,6,6,7,100
structure,IVYPNXXAYMYVSP-UHFFFAOYSA-N,IVYPNXXAYMYVSP-UHFFFAOYSA-N,IVYPNXXAYMYVSP,IVYPNXXAYMYVSP-UHFFFAOYSA-N,unknown,false,10,7,5,11,123
structure,XMIIGOLPHOKFCH-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,XMIIGOLPHOKFCH,XMIIGOLPHOKFCH-UHFFFAOYSA-N,unknown,false,47,21,20,22,457
structure,CWOJBEDMJKZKAB-JZYAIQKZSA-N,CWOJBEDMJKZKAB-JZYAIQKZSA-N,CWOJBEDMJKZKAB,CWOJBEDMJKZKAB-JZYAIQKZSA-N,unknown,false,2,2,2,4,60
structure,SYTYLPHCLSSCOJ-UHFFFAOYSA-N,SYTYLPHCLSSCOJ-UHFFFAOYSA-N,SYTYLPHCLSSCOJ,SYTYLPHCLSSCOJ-UHFFFAOYSA-N,unknown,false,87,54,21,72,1107
structure,FLURSKCCKANNKS-UHFFFAOYSA-N,FLURSKCCKANNKS-UHFFFAOYSA-N,FLURSKCCKANNKS,FLURSKCCKANNKS-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,SFSJZXMDTNDWIX-UHFFFAOYSA-N,SFSJZXMDTNDWIX-UHFFFAOYSA-N,SFSJZXMDTNDWIX,SFSJZXMDTNDWIX-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,BFBMDZOSZQDEKW-UHFFFAOYSA-N,BFBMDZOSZQDEKW-UHFFFAOYSA-N,BFBMDZOSZQDEKW,BFBMDZOSZQDEKW-UHFFFAOYSA-N,unknown,false,2,2,1,2,32
structure,RFMWHKQIFOKKGC-UHFFFAOYSA-N,RFMWHKQIFOKKGC-UHFFFAOYSA-N,RFMWHKQIFOKKGC,RFMWHKQIFOKKGC-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,XYOSMXFVURVKBE-UHFFFAOYSA-N,XYOSMXFVURVKBE-UHFFFAOYSA-N,XYOSMXFVURVKBE,XYOSMXFVURVKBE-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,PMTMAFAPLCGXGK-JMTMCXQRSA-N,PMTMAFAPLCGXGK-JMTMCXQRSA-N,PMTMAFAPLCGXGK,PMTMAFAPLCGXGK-JMTMCXQRSA-N,unknown,false,2,2,2,2,23
structure,SXFSQZDSUWACKX-UHFFFAOYSA-N,SXFSQZDSUWACKX-UHFFFAOYSA-N,SXFSQZDSUWACKX,SXFSQZDSUWACKX-UHFFFAOYSA-N,unknown,false,3,3,3,5,58
structure,IYODIJVWGPRBGQ-UHFFFAOYSA-N,IYODIJVWGPRBGQ-UHFFFAOYSA-N,IYODIJVWGPRBGQ,IYODIJVWGPRBGQ-UHFFFAOYSA-N,unknown,false,4,2,1,7,120
structure,GJXGLYODFWLYHO-PNNKGAHQSA-N,GJXGLYODFWLYHO-PNNKGAHQSA-N,GJXGLYODFWLYHO,GJXGLYODFWLYHO-PNNKGAHQSA-N,unknown,false,1,1,1,1,16
structure,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,unknown,false,136,81,48,124,1878
structure,SEOVTRFCIGRIMH-UHFFFAOYSA-N,SEOVTRFCIGRIMH-UHFFFAOYSA-N,SEOVTRFCIGRIMH,SEOVTRFCIGRIMH-UHFFFAOYSA-N,unknown,false,79,55,43,92,1466
structure,IMQUXUBOZWPMFX-UHFFFAOYSA-N,IMQUXUBOZWPMFX-UHFFFAOYSA-N,IMQUXUBOZWPMFX,IMQUXUBOZWPMFX-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,ZNEJWXHAVJTYSO-RUSIJVCESA-N,ZNEJWXHAVJTYSO-RUSIJVCESA-N,ZNEJWXHAVJTYSO,ZNEJWXHAVJTYSO-RUSIJVCESA-N,unknown,false,2,2,2,2,30
structure,HKIBRYCZLMJRFT-UHFFFAOYSA-N,HKIBRYCZLMJRFT-UHFFFAOYSA-N,HKIBRYCZLMJRFT,HKIBRYCZLMJRFT-UHFFFAOYSA-N,unknown,false,1,1,1,2,32
structure,KMAKOBLIOCQGJP-UHFFFAOYSA-N,KMAKOBLIOCQGJP-UHFFFAOYSA-N,KMAKOBLIOCQGJP,KMAKOBLIOCQGJP-UHFFFAOYSA-N,unknown,false,42,36,28,41,642
structure,KOWMJRJXZMEZLD-UHFFFAOYSA-N,KOWMJRJXZMEZLD-UHFFFAOYSA-N,KOWMJRJXZMEZLD,KOWMJRJXZMEZLD-UHFFFAOYSA-N,unknown,false,126,76,50,71,1215
structure,DDELFAUOHDSZJL-CPGGTDLHSA-N,DDELFAUOHDSZJL-CPGGTDLHSA-N,DDELFAUOHDSZJL,DDELFAUOHDSZJL-CPGGTDLHSA-N,unknown,false,7,6,4,6,82
structure,FHYQIQMSODIFCP-ZZXKWVIFSA-N,FHYQIQMSODIFCP-ZZXKWVIFSA-N,FHYQIQMSODIFCP,FHYQIQMSODIFCP-ZZXKWVIFSA-N,unknown,false,1,1,1,1,16
structure,WXIACXAKMZPXKX-AJZPPWIDSA-N,WXIACXAKMZPXKX-AJZPPWIDSA-N,WXIACXAKMZPXKX,WXIACXAKMZPXKX-AJZPPWIDSA-N,unknown,false,1,1,1,1,16
structure,OVRNDRQMDRJTHS-FMDGEEDCSA-N,OVRNDRQMDRJTHS-FMDGEEDCSA-N,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-FMDGEEDCSA-N,unknown,false,2,2,2,3,34
structure,IIAGSABLXRZUSE-UFRBAHOGSA-N,IIAGSABLXRZUSE-UFRBAHOGSA-N,IIAGSABLXRZUSE,IIAGSABLXRZUSE-UFRBAHOGSA-N,unknown,false,3,3,3,4,58
structure,DNDNWOWHUWNBCK-NMIPTCLMSA-N,DNDNWOWHUWNBCK-NMIPTCLMSA-N,DNDNWOWHUWNBCK,DNDNWOWHUWNBCK-NMIPTCLMSA-N,unknown,false,2,2,1,3,48
structure,JXYGLMATGAAIBU-UHFFFAOYSA-N,JXYGLMATGAAIBU-UHFFFAOYSA-N,JXYGLMATGAAIBU,JXYGLMATGAAIBU-UHFFFAOYSA-N,unknown,false,1,1,1,2,32
structure,SJHVRBSHKTUXLG-LFHLZQBKSA-N,SJHVRBSHKTUXLG-LFHLZQBKSA-N,SJHVRBSHKTUXLG,SJHVRBSHKTUXLG-LFHLZQBKSA-N,unknown,false,1,1,1,1,16
structure,FSNCEEGOMTYXKY-UHFFFAOYSA-N,FSNCEEGOMTYXKY-UHFFFAOYSA-N,FSNCEEGOMTYXKY,FSNCEEGOMTYXKY-UHFFFAOYSA-N,unknown,false,2,2,2,3,54
structure,DYRUQHNXUJVUOG-XBXARRHUSA-N,DYRUQHNXUJVUOG-XBXARRHUSA-N,DYRUQHNXUJVUOG,DYRUQHNXUJVUOG-XBXARRHUSA-N,unknown,false,1,1,1,1,16
structure,KDEUQTJCZQGNJS-XBXARRHUSA-N,KDEUQTJCZQGNJS-XBXARRHUSA-N,KDEUQTJCZQGNJS,KDEUQTJCZQGNJS-XBXARRHUSA-N,unknown,false,1,1,1,1,16
structure,MKYUCBXUUSZMQB-MKZMYESJSA-N,MKYUCBXUUSZMQB-MKZMYESJSA-N,MKYUCBXUUSZMQB,MKYUCBXUUSZMQB-MKZMYESJSA-N,unknown,false,6,6,6,6,66
structure,QLBZIZLLMNWTHG-UHFFFAOYSA-N,QLBZIZLLMNWTHG-UHFFFAOYSA-N,QLBZIZLLMNWTHG,QLBZIZLLMNWTHG-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,SFLMUHDGSQZDOW-FAOXUISGSA-N,SFLMUHDGSQZDOW-FAOXUISGSA-N,SFLMUHDGSQZDOW,SFLMUHDGSQZDOW-FAOXUISGSA-N,unknown,false,74,50,33,72,797
structure,OQZPHKHJQADXAS-CKMVWSRUSA-N,OQZPHKHJQADXAS-CKMVWSRUSA-N,OQZPHKHJQADXAS,OQZPHKHJQADXAS-CKMVWSRUSA-N,unknown,false,1,1,1,1,16
structure,PKKMITFKYRCCOL-CMZRPVNOSA-N,PKKMITFKYRCCOL-CMZRPVNOSA-N,PKKMITFKYRCCOL,PKKMITFKYRCCOL-CMZRPVNOSA-N,unknown,false,2,2,2,3,38
structure,LRLNKLFTNOIZNI-LYXBDTNHSA-N,LRLNKLFTNOIZNI-LYXBDTNHSA-N,LRLNKLFTNOIZNI,LRLNKLFTNOIZNI-LYXBDTNHSA-N,unknown,false,1,1,1,1,16
structure,MHXCIKYXNYCMHY-SXGZJXTBSA-N,MHXCIKYXNYCMHY-SXGZJXTBSA-N,MHXCIKYXNYCMHY,MHXCIKYXNYCMHY-SXGZJXTBSA-N,unknown,false,20,15,12,21,222
structure,VDMHTGWQLREBFW-ZZXKWVIFSA-N,VDMHTGWQLREBFW-ZZXKWVIFSA-N,VDMHTGWQLREBFW,VDMHTGWQLREBFW-ZZXKWVIFSA-N,unknown,false,1,1,1,1,16
structure,HVFBFUUUEIXKJL-INOXDZRUSA-N,HVFBFUUUEIXKJL-INOXDZRUSA-N,HVFBFUUUEIXKJL,HVFBFUUUEIXKJL-INOXDZRUSA-N,unknown,false,1,1,1,1,16
structure,MHXCIKYXNYCMHY-AUSJPIAWSA-N,MHXCIKYXNYCMHY-AUSJPIAWSA-N,MHXCIKYXNYCMHY,MHXCIKYXNYCMHY-AUSJPIAWSA-N,unknown,false,133,92,55,69,1831
structure,PUZLVBQOZIVDKI-UHFFFAOYSA-N,PUZLVBQOZIVDKI-UHFFFAOYSA-N,PUZLVBQOZIVDKI,PUZLVBQOZIVDKI-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,QRXRWDDFTQIZAV-UHFFFAOYSA-N,QRXRWDDFTQIZAV-UHFFFAOYSA-N,QRXRWDDFTQIZAV,QRXRWDDFTQIZAV-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,KVKJZZMEYYZNDI-CKMVWSRUSA-N,KVKJZZMEYYZNDI-CKMVWSRUSA-N,KVKJZZMEYYZNDI,KVKJZZMEYYZNDI-CKMVWSRUSA-N,unknown,false,1,1,1,1,16
structure,GKUMMDFLKGFCKH-AHMUMSBHSA-N,GKUMMDFLKGFCKH-AHMUMSBHSA-N,GKUMMDFLKGFCKH,GKUMMDFLKGFCKH-AHMUMSBHSA-N,unknown,false,4,2,1,2,30
structure,YTBSYETUWUMLBZ-IUYQGCFVSA-N,YTBSYETUWUMLBZ-IUYQGCFVSA-N,YTBSYETUWUMLBZ,YTBSYETUWUMLBZ-IUYQGCFVSA-N,unknown,false,6,6,7,5,63
structure,GLYJVQDYLFAUFC-UHFFFAOYSA-N,GLYJVQDYLFAUFC-UHFFFAOYSA-N,GLYJVQDYLFAUFC,GLYJVQDYLFAUFC-UHFFFAOYSA-N,unknown,false,2,2,2,2,22
structure,GAHLHXRCZDVQSW-UHFFFAOYSA-N,GAHLHXRCZDVQSW-UHFFFAOYSA-N,GAHLHXRCZDVQSW,GAHLHXRCZDVQSW-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,YKDYCKHEKOEVJM-UHFFFAOYSA-N,YKDYCKHEKOEVJM-UHFFFAOYSA-N,YKDYCKHEKOEVJM,YKDYCKHEKOEVJM-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,ZAKICGFSIJSCSF-LPUQOGTASA-N,ZAKICGFSIJSCSF-LPUQOGTASA-N,ZAKICGFSIJSCSF,ZAKICGFSIJSCSF-LPUQOGTASA-N,unknown,false,2,2,2,2,28
structure,LQZALQLZOQQFGM-MMLSCURJSA-N,LQZALQLZOQQFGM-MMLSCURJSA-N,LQZALQLZOQQFGM,LQZALQLZOQQFGM-MMLSCURJSA-N,unknown,false,1,1,1,1,16
structure,MEFPHTVXBPLRLX-CBEPRAPJSA-N,MEFPHTVXBPLRLX-CBEPRAPJSA-N,MEFPHTVXBPLRLX,MEFPHTVXBPLRLX-CBEPRAPJSA-N,unknown,false,2,2,2,2,28
structure,NYHBQMYGNKIUIF-UUOKFMHZSA-N,NYHBQMYGNKIUIF-UUOKFMHZSA-N,NYHBQMYGNKIUIF,NYHBQMYGNKIUIF-UUOKFMHZSA-N,unknown,false,32,29,28,29,323
structure,GYYOKOIBHIWNHE-UHFFFAOYSA-N,GYYOKOIBHIWNHE-UHFFFAOYSA-N,GYYOKOIBHIWNHE,GYYOKOIBHIWNHE-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
structure,CAAULPUQFIIOTL-UHFFFAOYSA-N,CAAULPUQFIIOTL-UHFFFAOYSA-N,CAAULPUQFIIOTL,CAAULPUQFIIOTL-UHFFFAOYSA-N,unknown,false,14,7,8,8,154
structure,XVGBKWQWYRNGDG-UHFFFAOYSA-N,XVGBKWQWYRNGDG-UHFFFAOYSA-N,XVGBKWQWYRNGDG,XVGBKWQWYRNGDG-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
